,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,discountlevel
13466,10,56.24,0,1,Surburban,0,Phone,Discount,1,26.49908565
13467,1,206.06,1,0,Urban,0,Phone,Discount,0,9.359493337
13476,10,115.06,0,1,Rural,1,Phone,Discount,0,6.954842067
13483,2,417.17,1,0,Surburban,1,Phone,Discount,0,11.98357022
13490,11,29.99,0,1,Rural,0,Phone,Discount,0,12.73354756
13492,2,211.25,1,0,Urban,0,Web,Discount,1,24.60027247
13497,11,593.53,1,0,Surburban,1,Phone,Discount,0,7.021805388
13498,5,125.53,1,0,Urban,0,Web,Discount,0,6.127951816
13501,4,29.99,1,0,Surburban,1,Phone,Discount,0,3.522567163
13505,1,78.63,0,1,Urban,0,Web,Discount,0,10.26609288
13508,3,168.67,1,0,Surburban,1,Web,Discount,0,12.56509349
13510,1,754.44,0,1,Urban,1,Multichannel,Discount,1,27.24432652
13518,10,33.88,0,1,Surburban,1,Web,Discount,0,6.368063714
13520,10,807.43,0,1,Surburban,1,Multichannel,Discount,0,6.538320024
13526,11,39.05,1,0,Surburban,1,Web,Discount,0,9.700464424
13530,10,29.99,0,1,Surburban,0,Phone,Discount,0,12.81444417
13533,5,29.99,0,1,Surburban,0,Phone,Discount,0,7.93718973
13541,4,94.62,1,0,Surburban,1,Phone,Discount,0,13.46973172
13543,1,194.86,0,1,Rural,0,Web,Discount,1,26.46841812
13548,9,114.4,1,0,Surburban,0,Phone,Discount,0,6.892147328
13550,2,374.55,1,1,Surburban,0,Web,Discount,0,3.598846814
13557,9,38.13,0,1,Surburban,0,Phone,Discount,0,14.19560666
13561,3,35.36,0,1,Surburban,1,Web,Discount,0,10.97245575
13566,2,110.01,1,0,Urban,0,Phone,Discount,1,27.8098123
13569,10,348.03,1,1,Surburban,0,Web,Discount,0,5.764320583
13570,8,272.11,0,1,Surburban,0,Phone,Discount,0,12.16707362
13571,1,435.04,1,0,Rural,0,Web,Discount,1,22.91998024
13572,10,39.96,0,1,Surburban,1,Web,Discount,0,9.407764254
13574,2,29.99,0,1,Surburban,1,Web,Discount,0,5.889794744
13578,11,84.54,0,1,Urban,1,Web,Discount,0,12.33743604
13579,6,93.09,1,0,Urban,0,Phone,Discount,0,9.122622505
13582,2,29.99,1,0,Surburban,0,Web,Discount,1,27.0259694
13594,1,224.87,1,0,Rural,0,Web,Discount,0,10.49536944
13596,4,451.34,0,1,Urban,1,Multichannel,Discount,0,12.43183567
13600,7,31.53,0,1,Urban,0,Phone,Discount,0,13.73639033
13605,9,148.56,0,1,Rural,0,Web,Discount,0,20.63985045
13606,9,120.7,0,1,Surburban,1,Phone,Discount,0,10.67900469
13607,5,80.29,0,1,Rural,1,Web,Discount,0,9.954443316
13608,1,244.13,1,0,Surburban,1,Web,Discount,0,12.93269181
13611,5,29.99,0,1,Rural,1,Web,Discount,0,5.612305595
13617,1,245.7,1,1,Rural,0,Phone,Discount,1,28.22365154
13620,5,364.33,1,0,Urban,0,Phone,Discount,0,2.864810105
13621,4,219.66,1,1,Urban,0,Phone,Discount,0,5.136135246
13623,7,659.52,1,0,Rural,1,Web,Discount,0,7.796653846
13634,9,167.16,1,0,Rural,0,Web,Discount,1,22.20219325
13641,8,29.99,1,0,Surburban,0,Web,Discount,0,8.376332421
13650,6,469.99,0,1,Rural,0,Phone,Discount,0,3.306198565
13653,1,227.23,1,0,Rural,0,Phone,Discount,0,9.828818081
13658,9,149.87,1,0,Surburban,0,Web,Discount,0,6.490635261
13660,10,207.57,1,0,Surburban,1,Phone,Discount,1,28.25712373
13665,12,223.38,1,0,Urban,1,Multichannel,Discount,0,15.16581576
13669,3,316.24,1,0,Rural,1,Phone,Discount,1,22.80069171
13674,7,392.69,1,1,Surburban,1,Multichannel,Discount,1,17.75383022
13675,7,329.71,1,0,Surburban,0,Phone,Discount,0,8.723867871
13677,9,36.14,0,1,Urban,1,Phone,Discount,0,7.919029953
13681,8,621.2,1,0,Surburban,1,Web,Discount,0,12.15872982
13682,1,279.83,0,1,Surburban,0,Web,Discount,0,6.299525951
13683,2,1890.33,1,0,Urban,1,Phone,Discount,0,18.27263219
13687,7,222.1,1,0,Urban,1,Web,Discount,0,9.015295804
13690,8,158.11,0,1,Rural,0,Web,Discount,0,7.411136992
13692,12,40.05,0,1,Surburban,0,Web,Discount,1,29.78862921
13693,1,281.98,1,1,Surburban,1,Web,Discount,1,29.63664461
13698,1,65.3,0,1,Surburban,0,Web,Discount,0,9.058111018
13702,3,76.74,0,1,Urban,0,Phone,Discount,0,5.055668263
13703,7,177.72,0,1,Surburban,1,Web,Discount,0,12.85730861
13704,10,70.54,0,1,Surburban,1,Phone,Discount,0,14.27507533
13705,9,29.99,0,1,Surburban,1,Phone,Discount,0,6.04661458
13706,3,77.81,1,0,Urban,1,Web,Discount,0,10.62530717
13709,4,164.4,1,0,Urban,0,Phone,Discount,0,12.96660719
13714,5,61.95,0,1,Urban,1,Web,Discount,0,10.85715862
13718,1,272.85,1,1,Surburban,0,Web,Discount,1,23.98493068
13719,1,29.99,1,0,Urban,1,Web,Discount,0,2.57457367
13722,6,85.26,0,1,Surburban,0,Phone,Discount,0,12.40736384
13725,5,321.98,1,0,Surburban,0,Web,Discount,0,6.947864262
13731,2,860.8,1,1,Urban,1,Web,Discount,0,4.667208114
13735,12,605.08,0,1,Urban,1,Web,Discount,0,12.7273062
13737,1,617.04,1,1,Urban,1,Web,Discount,0,10.69736451
13746,10,114.13,0,1,Surburban,1,Web,Discount,0,7.036988217
13750,10,29.99,0,1,Urban,0,Web,Discount,1,25.19055448
13759,4,85.09,1,0,Rural,1,Web,Discount,0,10.91850288
13763,9,75.77,1,0,Surburban,1,Phone,Discount,0,14.55216704
13765,3,395.35,1,0,Surburban,1,Web,Discount,0,8.177434359
13768,4,488.42,0,1,Surburban,0,Web,Discount,0,8.995126451
13769,4,390.73,1,0,Urban,0,Phone,Discount,1,23.71736298
13771,6,37.95,0,1,Rural,0,Phone,Discount,1,23.0041303
13772,10,29.99,1,0,Urban,1,Phone,Discount,0,10.6269332
13773,1,520.51,1,0,Surburban,1,Multichannel,Discount,0,10.30872777
13774,8,56.9,1,0,Surburban,1,Web,Discount,0,10.80969585
13776,5,337.53,0,1,Urban,1,Web,Discount,0,3.106470733
13777,10,29.99,1,0,Urban,1,Web,Discount,0,13.14135954
13778,6,306.2,1,0,Surburban,1,Multichannel,Discount,0,7.502946364
13780,10,139.33,1,0,Surburban,1,Web,Discount,1,27.60537257
13784,6,29.99,0,1,Rural,1,Web,Discount,0,11.97282728
13786,12,193.76,1,0,Surburban,1,Web,Discount,1,28.09068777
13788,5,29.99,0,1,Urban,0,Phone,Discount,1,26.79763803
13789,6,96.91,1,0,Urban,0,Web,Discount,0,11.19508582
13790,3,89.24,1,0,Urban,0,Phone,Discount,1,24.06097872
13795,3,520,0,1,Rural,1,Multichannel,Discount,0,15.51665926
13796,10,115.71,1,0,Surburban,1,Phone,Discount,0,13.19934036
13798,10,231.05,0,1,Surburban,0,Multichannel,Discount,0,13.40581718
13804,2,564.94,1,0,Surburban,1,Multichannel,Discount,0,4.782786134
13808,4,29.99,1,0,Urban,1,Web,Discount,0,6.771444693
13809,8,138.78,1,0,Rural,1,Web,Discount,0,12.02575848
13810,4,320.4,1,1,Surburban,1,Phone,Discount,1,24.79079803
13815,1,287.72,1,1,Rural,0,Web,Discount,1,28.07826082
13816,10,161.68,1,0,Surburban,1,Web,Discount,0,3.173045437
13819,3,2046.91,1,1,Surburban,1,Multichannel,Discount,1,28.47313717
13822,2,67.65,0,1,Urban,1,Web,Discount,0,9.986335305
13823,12,529.04,1,0,Surburban,1,Phone,Discount,0,9.149773173
13826,5,187.7,0,1,Surburban,0,Phone,Discount,0,16.08500671
13829,10,29.99,0,1,Urban,1,Phone,Discount,0,15.5104379
13832,7,124.42,1,0,Urban,0,Phone,Discount,0,6.006195473
13834,1,418.15,0,1,Urban,0,Multichannel,Discount,0,9.005984369
13836,2,29.99,0,1,Urban,1,Web,Discount,0,15.20712047
13837,9,59.22,1,0,Rural,0,Web,Discount,0,6.129551284
13840,9,83.3,0,1,Surburban,1,Web,Discount,0,8.975704336
13842,10,448.53,1,0,Surburban,0,Multichannel,Discount,0,15.33434312
13843,2,482.95,1,0,Urban,0,Multichannel,Discount,0,10.96532936
13847,2,423.54,0,1,Urban,0,Web,Discount,1,20.56162922
13849,5,297.59,0,1,Urban,0,Web,Discount,0,12.51277472
13853,1,334.08,0,1,Surburban,0,Web,Discount,0,14.45254945
13855,6,565.9,1,0,Surburban,1,Phone,Discount,1,25.47411161
13856,12,40.4,0,1,Urban,0,Web,Discount,0,12.75279798
13858,4,78.68,0,1,Urban,0,Phone,Discount,0,14.8316929
13859,9,193.08,1,0,Urban,1,Web,Discount,0,5.453824838
13860,9,29.99,1,0,Urban,1,Phone,Discount,0,10.82538241
13861,2,344.38,1,1,Urban,0,Web,Discount,0,9.37162138
13862,2,768.2,1,0,Surburban,1,Web,Discount,0,8.870540268
13863,4,124.94,0,1,Rural,0,Web,Discount,0,4.580176496
13865,8,293.8,1,1,Rural,1,Phone,Discount,0,12.6684432
13873,6,74.1,1,0,Urban,0,Web,Discount,0,8.999693645
13876,4,60.54,0,1,Surburban,1,Web,Discount,0,6.250537655
13878,11,29.99,0,1,Surburban,1,Web,Discount,1,25.42797476
13881,9,84.26,0,1,Surburban,1,Web,Discount,0,13.52535062
13882,7,29.99,1,0,Urban,0,Web,Discount,0,15.47662913
13885,1,221.66,1,0,Urban,1,Web,Discount,1,26.97431376
13887,5,132.01,0,1,Surburban,0,Web,Discount,0,9.614628696
13893,12,150.01,0,1,Surburban,1,Phone,Discount,0,10.86824392
13896,2,684.92,0,1,Urban,1,Phone,Discount,0,5.715221778
13899,1,158.7,0,1,Urban,1,Phone,Discount,0,15.00478862
13900,8,29.99,0,1,Surburban,0,Phone,Discount,0,5.387807672
13903,11,265,1,0,Surburban,1,Web,Discount,0,11.23353881
13906,1,417.15,1,1,Urban,0,Web,Discount,0,4.562287848
13908,7,152.34,1,0,Rural,0,Web,Discount,0,11.69462673
13912,5,29.99,0,1,Rural,1,Web,Discount,0,16.03126434
13921,4,487.1,1,0,Surburban,0,Phone,Discount,1,27.28347847
13922,3,1165.9,0,1,Urban,1,Multichannel,Discount,0,4.806455759
13924,4,90.87,1,0,Urban,0,Phone,Discount,0,7.100773443
13928,7,188.34,1,0,Urban,1,Web,Discount,0,13.5848954
13929,8,334.77,0,1,Urban,0,Multichannel,Discount,0,6.658838466
13931,9,279.33,0,1,Rural,1,Phone,Discount,0,15.19569826
13934,4,704.16,0,1,Urban,1,Phone,Discount,0,14.75230088
13935,5,223.15,0,1,Rural,1,Web,Discount,0,7.140202999
13940,1,191.39,0,1,Urban,0,Web,Discount,0,8.579774998
13941,6,34.63,0,1,Urban,0,Phone,Discount,0,9.721876411
13943,2,624.32,1,0,Rural,1,Phone,Discount,0,10.99187796
13949,1,462.96,0,1,Urban,1,Web,Discount,1,26.91148855
13950,5,649.6,1,1,Urban,1,Multichannel,Discount,0,6.352386578
13951,10,67.4,1,0,Urban,0,Web,Discount,0,13.07992624
13959,12,60.23,0,1,Surburban,1,Phone,Discount,0,15.83956351
13966,8,192.62,0,1,Urban,1,Phone,Discount,0,19.03048259
13967,6,138.75,1,0,Surburban,0,Phone,Discount,0,12.30219396
13973,9,199.47,0,1,Urban,0,Web,Discount,0,12.05682779
13977,3,327.13,1,1,Surburban,0,Web,Discount,0,10.10253232
13981,1,665.49,0,1,Urban,1,Multichannel,Discount,0,13.81282498
13983,11,29.99,0,1,Surburban,0,Phone,Discount,0,11.37652043
13987,9,420.77,1,0,Rural,0,Multichannel,Discount,0,4.370420893
13989,11,29.99,0,1,Surburban,0,Phone,Discount,1,23.12809595
13994,2,193.04,1,0,Urban,0,Web,Discount,0,9.171567031
13996,11,152.31,0,1,Rural,1,Web,Discount,0,8.791332854
13997,10,29.99,1,0,Rural,0,Web,Discount,0,10.39800141
13998,1,29.99,0,1,Surburban,1,Web,Discount,0,7.104942787
14004,6,860.66,1,1,Urban,1,Multichannel,Discount,0,13.03075871
14005,1,418.87,1,0,Rural,1,Multichannel,Discount,1,29.27067879
14007,1,157.42,0,1,Rural,1,Web,Discount,0,8.133110719
14013,3,139.84,1,0,Urban,1,Phone,Discount,0,0.390125386
14016,9,332.03,0,1,Surburban,0,Multichannel,Discount,0,9.110918353
14018,1,441.89,1,0,Urban,0,Multichannel,Discount,0,14.82512101
14019,4,153.19,1,0,Urban,0,Web,Discount,0,11.46776481
14026,3,139.59,0,1,Urban,0,Phone,Discount,0,10.50475118
14027,11,97.09,1,0,Rural,1,Web,Discount,0,2.40224426
14028,5,270.24,0,1,Urban,0,Multichannel,Discount,0,7.878502108
14035,5,152.51,1,0,Urban,0,Web,Discount,0,6.737259185
14037,1,70.01,0,1,Urban,1,Web,Discount,1,19.54826216
14038,5,70.56,0,1,Urban,1,Phone,Discount,0,13.32147688
14045,2,41.53,0,1,Urban,1,Web,Discount,1,23.95665433
14046,2,221.59,1,0,Surburban,0,Web,Discount,0,11.74607424
14050,10,121.43,1,0,Urban,0,Phone,Discount,0,11.54354875
14051,9,100.72,1,0,Urban,1,Web,Discount,0,12.50286872
14060,2,196.41,1,0,Rural,0,Web,Discount,0,7.528382057
14061,10,74.08,0,1,Surburban,0,Phone,Discount,0,13.19589801
14068,6,239.92,0,1,Urban,1,Phone,Discount,0,15.01204411
14083,10,63.8,0,1,Surburban,0,Web,Discount,0,7.713693382
14091,8,29.99,0,1,Surburban,1,Web,Discount,0,6.103667655
14092,10,56.3,0,1,Surburban,1,Web,Discount,0,14.15331044
14093,5,260.35,1,0,Surburban,1,Multichannel,Discount,0,13.73199998
14094,1,443.59,1,0,Urban,0,Web,Discount,1,25.93362426
14096,8,517.94,1,0,Surburban,1,Multichannel,Discount,0,4.16267553
14099,11,29.99,1,0,Rural,0,Web,Discount,0,17.10579387
14103,2,1006.43,0,1,Urban,1,Multichannel,Discount,1,24.34412733
14111,6,126.49,1,0,Surburban,1,Phone,Discount,0,9.115270664
14112,5,48.84,0,1,Rural,1,Web,Discount,0,7.393835353
14114,2,1073.42,0,1,Surburban,1,Phone,Discount,0,13.80807198
14117,11,29.99,1,0,Urban,0,Phone,Discount,0,10.45999985
14119,3,1118.5,1,0,Surburban,1,Phone,Discount,1,23.5014275
14120,11,29.99,1,0,Urban,0,Web,Discount,0,9.241607288
14125,6,112.51,1,0,Urban,0,Phone,Discount,0,9.719931235
14126,2,100.01,0,1,Surburban,1,Web,Discount,0,7.250503527
14128,11,214.42,0,1,Surburban,0,Phone,Discount,0,16.88986694
14133,2,320.63,0,1,Surburban,0,Phone,Discount,1,19.30796592
14134,2,756.17,0,1,Surburban,1,Phone,Discount,0,13.98494777
14136,1,385.81,1,0,Surburban,0,Phone,Discount,0,14.44544692
14141,10,65.82,1,0,Urban,1,Phone,Discount,0,5.377428607
14146,7,476.14,1,0,Rural,0,Multichannel,Discount,0,9.178185537
14155,8,319.31,1,0,Surburban,0,Multichannel,Discount,0,12.18670071
14159,6,775.54,1,0,Surburban,1,Web,Discount,0,12.02806247
14162,7,125.78,1,0,Urban,1,Web,Discount,1,24.98119807
14165,9,89.44,1,0,Urban,1,Web,Discount,0,11.09319399
14177,3,434.68,0,1,Urban,0,Phone,Discount,0,10.83317226
14179,1,168.49,1,0,Surburban,0,Phone,Discount,0,3.644331824
14181,10,171.41,0,1,Surburban,0,Phone,Discount,0,7.640175934
14187,5,361.95,1,0,Surburban,0,Web,Discount,1,20.401246
14195,2,64.84,1,0,Urban,0,Phone,Discount,1,20.614123
14198,1,958.43,0,1,Surburban,1,Multichannel,Discount,0,6.922968425
14202,1,822.62,1,0,Surburban,1,Web,Discount,0,15.07183802
14204,9,108.04,0,1,Surburban,1,Phone,Discount,0,7.380407216
14210,9,312.11,1,0,Rural,0,Phone,Discount,0,7.396179617
14213,1,564.15,0,1,Urban,1,Multichannel,Discount,0,8.274575097
14216,3,56.83,1,0,Urban,1,Web,Discount,0,9.894653616
14217,3,109.35,0,1,Surburban,0,Web,Discount,0,13.8784807
14221,1,43.91,1,0,Rural,1,Phone,Discount,0,9.130753515
14224,6,226.93,0,1,Surburban,1,Phone,Discount,0,8.057203134
14226,2,754.59,1,0,Surburban,1,Web,Discount,0,9.06325149
14227,2,471.38,1,0,Urban,0,Phone,Discount,0,11.15648535
14231,2,611.64,1,0,Urban,1,Multichannel,Discount,0,9.845949274
14235,3,486.04,1,0,Urban,0,Web,Discount,0,4.408181688
14240,5,218.81,1,0,Surburban,0,Phone,Discount,0,12.52501364
14244,2,224.15,0,1,Surburban,1,Web,Discount,0,9.39380519
14245,12,29.99,0,1,Surburban,0,Phone,Discount,0,7.191403986
14249,9,49.7,0,1,Rural,0,Phone,Discount,1,19.76265722
14252,7,49.93,1,0,Rural,0,Phone,Discount,0,12.11075107
14256,3,57.06,1,0,Surburban,0,Web,Discount,1,24.59078187
14259,9,93.23,0,1,Surburban,0,Phone,Discount,0,11.82962189
14261,1,694.59,1,1,Urban,1,Multichannel,Discount,0,2.948277261
14264,1,242.16,0,1,Rural,1,Phone,Discount,0,5.667828567
14266,3,256.61,1,1,Urban,0,Multichannel,Discount,0,15.21840841
14267,4,42,0,1,Surburban,0,Web,Discount,0,13.23290791
14269,10,39.23,1,0,Urban,0,Phone,Discount,1,23.72544847
14270,1,69.57,1,0,Rural,0,Web,Discount,0,11.10813275
14278,7,89.68,1,0,Urban,1,Phone,Discount,0,10.26888739
14282,4,360.56,1,0,Surburban,0,Web,Discount,1,27.97654892
14284,8,29.99,0,1,Surburban,0,Phone,Discount,0,21.66480478
14285,7,29.99,1,0,Surburban,0,Web,Discount,0,4.99153548
14288,2,199.47,1,0,Rural,1,Phone,Discount,0,13.78188458
14289,9,31.07,1,0,Surburban,1,Phone,Discount,0,4.339243687
14291,4,318.79,0,1,Surburban,0,Web,Discount,0,7.712651334
14296,12,29.99,0,1,Urban,1,Phone,Discount,0,13.56803039
14299,2,263.6,1,1,Surburban,0,Phone,Discount,0,11.49259339
14300,1,303.44,0,1,Urban,0,Phone,Discount,0,6.863202491
14301,10,29.99,1,0,Urban,1,Phone,Discount,0,10.9296901
14304,3,181.8,0,1,Urban,1,Web,Discount,0,11.16894144
14307,1,235.22,1,0,Urban,1,Multichannel,Discount,0,8.343564817
14308,10,243.61,0,1,Surburban,1,Multichannel,Discount,0,10.62327527
14310,1,66.41,1,0,Urban,0,Web,Discount,0,11.53614773
14313,8,152.6,1,0,Urban,1,Phone,Discount,0,11.54973802
14315,1,206.47,0,1,Surburban,0,Web,Discount,0,16.71934709
14327,2,116.48,0,1,Urban,1,Phone,Discount,0,10.51768117
14328,10,29.99,1,0,Rural,0,Web,Discount,0,2.62244018
14331,1,551.6,0,1,Urban,1,Web,Discount,0,3.331455449
14335,8,29.99,0,1,Surburban,0,Web,Discount,0,7.497366177
14339,2,187.15,0,1,Urban,0,Web,Discount,0,13.39514055
14340,10,72.61,0,1,Surburban,1,Phone,Discount,0,10.25123646
14341,1,105.52,0,1,Surburban,1,Web,Discount,0,5.817424339
14346,10,89.92,0,1,Surburban,1,Web,Discount,0,4.524030039
14352,8,57.85,0,1,Surburban,1,Web,Discount,0,4.329790507
14353,10,83.99,0,1,Urban,0,Web,Discount,0,8.145952025
14357,4,85.57,0,1,Surburban,1,Phone,Discount,0,5.72057764
14361,2,1493.6,0,1,Surburban,1,Multichannel,Discount,1,17.20209881
14363,8,389.82,1,1,Surburban,1,Web,Discount,0,10.14391507
14371,11,130.95,0,1,Urban,1,Phone,Discount,0,6.533915369
14373,1,824.31,1,1,Urban,1,Multichannel,Discount,0,12.05956303
14383,1,265.76,1,0,Surburban,0,Phone,Discount,0,6.062808427
14389,4,820.64,0,1,Rural,1,Web,Discount,1,27.60658021
14390,7,134.68,0,1,Rural,1,Phone,Discount,0,11.30725164
14395,9,289.35,1,1,Surburban,0,Multichannel,Discount,0,7.768875955
14396,3,586.21,1,1,Urban,1,Web,Discount,1,29.8919887
14400,5,253.74,1,1,Surburban,1,Phone,Discount,0,10.93928879
14401,10,29.99,0,1,Rural,1,Web,Discount,0,12.99295041
14404,3,62.08,0,1,Rural,1,Web,Discount,0,5.151062843
14405,3,801.35,1,1,Urban,1,Phone,Discount,0,5.38219791
14410,4,46.59,1,0,Urban,1,Phone,Discount,0,11.93884392
14413,11,98.56,0,1,Surburban,1,Phone,Discount,0,9.69945871
14415,7,105.76,0,1,Urban,0,Phone,Discount,0,11.44169817
14418,10,158.09,0,1,Surburban,0,Phone,Discount,0,10.50666313
14419,5,93.56,1,0,Urban,0,Phone,Discount,0,3.135997993
14422,5,112.84,0,1,Rural,1,Phone,Discount,0,7.616711125
14423,3,439.33,1,1,Surburban,0,Phone,Discount,0,7.21196285
14424,6,290.71,1,1,Urban,0,Multichannel,Discount,0,9.456506903
14426,4,151.47,1,0,Urban,1,Web,Discount,0,10.13915408
14429,2,1111.6,1,0,Rural,1,Multichannel,Discount,0,10.99891229
14434,5,29.99,1,0,Rural,1,Web,Discount,0,9.051417105
14437,1,179.15,1,0,Urban,0,Phone,Discount,0,11.152602
14439,10,59.33,0,1,Surburban,0,Phone,Discount,0,1.08088907
14440,1,169.88,1,0,Surburban,1,Web,Discount,1,27.72704938
14441,9,129.98,1,0,Urban,0,Phone,Discount,0,7.309067232
14442,6,86.6,1,0,Surburban,0,Web,Discount,0,14.31408439
14444,1,29.99,1,0,Urban,1,Phone,Discount,0,11.18539
14445,4,287.44,0,1,Surburban,1,Phone,Discount,0,7.883052336
14455,4,57.73,1,0,Surburban,1,Web,Discount,0,4.696864019
14457,4,519.79,1,0,Urban,1,Multichannel,Discount,0,11.64866649
14459,5,29.99,0,1,Urban,0,Phone,Discount,1,28.56571585
14462,3,79.95,0,1,Urban,0,Web,Discount,0,12.42170434
14463,10,207.42,0,1,Urban,1,Multichannel,Discount,0,11.61471116
14468,5,736.13,1,1,Surburban,1,Web,Discount,0,11.78366081
14471,10,153.1,0,1,Urban,0,Web,Discount,0,12.01625193
14472,2,29.99,0,1,Urban,1,Web,Discount,0,14.2843378
14474,7,46.41,1,0,Urban,0,Phone,Discount,1,23.62573248
14476,7,152.91,0,1,Urban,0,Phone,Discount,1,25.94596551
14483,9,543.07,1,0,Surburban,1,Multichannel,Discount,0,11.25800385
14486,1,209.95,1,0,Surburban,0,Multichannel,Discount,0,9.454081682
14487,4,184.88,0,1,Rural,1,Web,Discount,0,9.322649789
14490,1,71.74,1,0,Surburban,1,Phone,Discount,0,10.87729269
14492,9,451.07,0,1,Surburban,0,Multichannel,Discount,1,26.57537597
14494,6,447.69,0,1,Surburban,0,Phone,Discount,1,21.5902143
14497,2,29.99,1,0,Surburban,0,Phone,Discount,0,6.425645036
14499,11,29.99,0,1,Surburban,1,Phone,Discount,0,18.51433485
14501,3,74.4,1,0,Surburban,1,Phone,Discount,0,7.318546502
14502,2,307.36,1,0,Surburban,0,Web,Discount,0,7.646770775
14504,6,99.97,0,1,Surburban,0,Phone,Discount,0,9.151253599
14508,2,171.05,0,1,Urban,0,Phone,Discount,0,10.25911655
14509,8,267.94,1,1,Surburban,1,Web,Discount,0,9.1865452
14510,5,123.18,0,1,Urban,0,Web,Discount,0,14.78925797
14513,10,295.48,1,0,Surburban,0,Phone,Discount,0,7.371417427
14516,10,99.94,1,0,Rural,1,Web,Discount,0,4.348083127
14519,1,757.38,1,1,Urban,1,Multichannel,Discount,0,12.18521326
14521,9,66.55,0,1,Urban,0,Web,Discount,0,13.06528965
14528,1,204.58,0,1,Rural,1,Web,Discount,0,3.696002943
14530,6,146.57,1,0,Urban,0,Web,Discount,0,10.65141987
14534,10,55.37,0,1,Urban,1,Phone,Discount,1,27.14438398
14538,3,156,0,1,Surburban,1,Phone,Discount,0,8.107782175
14541,3,61.54,0,1,Urban,0,Web,Discount,0,4.724808308
14546,2,112.48,0,1,Surburban,1,Phone,Discount,0,13.91890502
14550,2,450.34,1,0,Rural,0,Multichannel,Discount,0,10.73139985
14551,1,386.87,0,1,Urban,0,Multichannel,Discount,0,10.03337913
14552,2,919.97,0,1,Surburban,1,Phone,Discount,0,0.479818717
14555,6,231.91,0,1,Urban,0,Web,Discount,0,11.93233016
14556,9,158.57,0,1,Urban,1,Phone,Discount,0,7.983828869
14557,9,144.47,0,1,Surburban,0,Phone,Discount,0,5.909154345
14560,1,97.58,0,1,Urban,1,Phone,Discount,0,8.443637858
14561,10,29.99,1,0,Urban,1,Web,Discount,0,6.168122404
14562,4,568.43,0,1,Urban,1,Multichannel,Discount,0,8.277903087
14563,6,161.37,1,0,Surburban,0,Phone,Discount,0,9.209296343
14564,5,29.99,1,0,Surburban,1,Phone,Discount,0,20.37368764
14567,10,125.36,0,1,Surburban,0,Phone,Discount,1,18.77840985
14569,3,29.99,0,1,Urban,1,Phone,Discount,0,7.010469029
14572,2,79.07,0,1,Rural,0,Phone,Discount,1,23.14748895
14575,4,226.3,1,0,Surburban,1,Multichannel,Discount,0,9.261050685
14578,9,562.78,1,0,Urban,1,Multichannel,Discount,0,7.148489529
14579,6,180.13,0,1,Surburban,0,Phone,Discount,0,8.995822659
14581,9,346.54,1,0,Urban,0,Phone,Discount,0,6.089004457
14584,1,54.09,1,0,Urban,0,Phone,Discount,0,12.811765
14585,7,29.99,0,1,Urban,0,Web,Discount,0,6.904779562
14594,3,795.65,1,0,Urban,1,Web,Discount,1,24.21372076
14595,11,115.52,0,1,Urban,1,Phone,Discount,0,6.883712769
14596,9,253.68,0,1,Rural,0,Multichannel,Discount,1,23.64529613
14599,1,870.02,0,1,Surburban,1,Phone,Discount,1,23.55853204
14604,1,490.83,1,1,Rural,1,Web,Discount,0,10.05305817
14605,4,286.72,1,0,Surburban,0,Multichannel,Discount,0,13.81720142
14606,2,66.42,0,1,Surburban,1,Web,Discount,1,26.30439794
14608,11,187.72,0,1,Surburban,1,Web,Discount,0,5.145011362
14616,3,274.1,0,1,Urban,0,Web,Discount,0,7.746017371
14620,11,202.97,1,1,Surburban,1,Phone,Discount,0,3.356907979
14622,2,29.99,1,0,Urban,1,Phone,Discount,0,7.27267388
14623,5,30.1,0,1,Rural,0,Phone,Discount,0,9.689217109
14626,1,127.8,1,0,Surburban,0,Phone,Discount,0,22.70217239
14634,1,150.44,1,0,Surburban,0,Web,Discount,0,12.10383085
14635,12,104.12,0,1,Rural,1,Phone,Discount,0,9.025507151
14636,1,675.22,1,0,Urban,1,Phone,Discount,0,12.96561364
14643,2,302.04,1,0,Surburban,0,Multichannel,Discount,0,5.961033933
14647,12,390.74,0,1,Urban,0,Phone,Discount,0,3.046442715
14649,11,29.99,0,1,Surburban,1,Phone,Discount,0,8.19730171
14657,2,184.37,0,1,Urban,1,Web,Discount,0,17.55581446
14661,10,549.57,1,0,Surburban,1,Web,Discount,1,23.86878237
14663,2,1269.65,1,1,Surburban,1,Multichannel,Discount,0,5.073747113
14664,4,94.21,1,0,Surburban,0,Web,Discount,0,14.62902296
14666,5,231.12,1,0,Urban,1,Web,Discount,0,8.564916158
14670,5,454.42,1,0,Rural,0,Multichannel,Discount,1,27.40499001
14672,2,29.99,1,0,Urban,1,Phone,Discount,0,9.468690668
14676,7,29.99,0,1,Urban,1,Web,Discount,0,14.04242435
14679,3,63.48,1,0,Surburban,1,Phone,Discount,1,20.6696927
14680,1,29.99,0,1,Surburban,0,Phone,Discount,0,8.079197825
14692,4,549.32,1,0,Surburban,1,Multichannel,Discount,0,9.123641535
14693,2,303.09,1,0,Urban,0,Phone,Discount,0,12.52331985
14699,1,711.34,1,1,Surburban,1,Multichannel,Discount,0,12.07398499
14700,11,50.86,1,0,Urban,0,Phone,Discount,0,10.86050104
